crash_id,crash_date,latitude,longitude,severity,location,total_injured,total_killed,year
NC2019000046,2019-05-03,36.128495568776316,-78.90013554808894,Property Damage,Durham St #9431,0,0,2019
NC2019000047,2019-07-01,35.93833466762088,-78.91521579498932,Property Damage,Durham St #8419,0,0,2019
NC2019000048,2019-06-26,35.96180606012822,-78.91185798661668,Property Damage,Durham St #2833,0,0,2019
NC2019000049,2019-06-23,35.879152948131235,-78.83474747065529,Injury,Durham St #1509,3,0,2019
NC2019000050,2019-09-11,35.946765229271584,-78.75296557177637,Property Damage,Durham St #7306,0,0,2019
NC2019000051,2019-03-18,35.93807755327935,-78.76672359558252,Property Damage,Durham St #8816,0,0,2019
NC2019000052,2019-04-13,35.87447825412007,-79.0481852980291,Injury,Durham St #4595,2,0,2019
NC2019000053,2019-12-02,35.86523055931182,-78.73968399786727,Injury,Durham St #953,3,0,2019
NC2019000054,2019-06-26,35.94844580024242,-78.99573543414529,Property Damage,Durham St #4877,0,0,2019
NC2019000055,2019-12-05,36.096780168197895,-78.92393327550606,Property Damage,Durham St #3224,0,0,2019
NC2019000056,2019-07-04,35.931462874745925,-78.71216185936323,Property Damage,Durham St #9283,0,0,2019
NC2019000057,2019-07-08,36.00940638947044,-78.86077770743647,Property Damage,Durham St #4565,0,0,2019
NC2019000058,2019-01-24,36.00489010449036,-78.93696523447056,Injury,Durham St #9661,2,0,2019
NC2019000059,2019-07-09,35.85760522302464,-78.71307305486273,Property Damage,Durham St #1764,0,0,2019
NC2019000060,2019-02-22,35.90198829602125,-78.99524703506512,Property Damage,Durham St #7504,0,0,2019
NC2019000061,2019-07-05,35.93398016908378,-78.71579715176789,Property Damage,Durham St #8230,0,0,2019
NC2019000062,2019-05-22,35.92431929685035,-78.92540956247205,Injury,Durham St #9535,2,0,2019
NC2019000063,2019-04-05,35.863800792606526,-79.03574491918836,Property Damage,Durham St #6717,0,0,2019
NC2019000064,2019-01-05,35.99748476253505,-78.8842848802268,Property Damage,Durham St #6765,0,0,2019
NC2019000065,2019-04-10,36.13474371947741,-78.73966186444568,Property Damage,Durham St #2589,0,0,2019
NC2019000066,2019-04-16,36.000311965174575,-78.86121789305997,Injury,Durham St #9187,3,0,2019
NC2019000067,2019-12-18,36.040921079233804,-78.76966774686116,Property Damage,Durham St #9860,0,0,2019
NC2019000068,2019-05-12,35.98747586714745,-78.85903412373942,Property Damage,Durham St #5636,0,0,2019
NC2019000069,2019-12-14,36.04544543155733,-78.97766047404313,Injury,Durham St #9045,3,0,2019
NC2019000070,2019-08-26,36.054902032024906,-79.02508397303892,Property Damage,Durham St #517,0,0,2019
NC2019000071,2019-10-21,35.92820835847077,-78.87638689099731,Property Damage,Durham St #512,0,0,2019
NC2019000072,2019-09-04,35.8617558980027,-78.90371888889955,Injury,Durham St #3067,1,0,2019
NC2019000073,2019-04-18,36.09205042178018,-78.70332320029976,Injury,Durham St #7457,3,0,2019
NC2019000074,2019-07-13,36.01856000764313,-78.96649109907338,Property Damage,Durham St #3014,0,0,2019
NC2019000075,2019-04-16,35.88093716065078,-78.73410648266216,Property Damage,Durham St #4592,0,0,2019
NC2019000076,2019-12-09,36.11865696854886,-78.91377941244305,Property Damage,Durham St #4460,0,0,2019
NC2019000077,2019-04-19,35.94579409127712,-78.71747831153222,Property Damage,Durham St #8435,0,0,2019
NC2019000078,2019-09-20,35.9845336565935,-78.94737622990567,Property Damage,Durham St #7751,0,0,2019
NC2019000079,2019-07-13,36.13385836286451,-78.77654638233508,Property Damage,Durham St #5405,0,0,2019
NC2019000080,2019-05-03,35.867267628004996,-78.85766489118669,Property Damage,Durham St #4430,0,0,2019
NC2019000081,2019-09-10,36.061749445163606,-78.71097181960906,Property Damage,Durham St #7156,0,0,2019
NC2019000082,2019-08-10,35.88033680283684,-79.02056261785975,Property Damage,Durham St #7038,0,0,2019
NC2019000083,2019-05-06,36.06187266814695,-79.02152792677533,Property Damage,Durham St #9680,0,0,2019
NC2019000084,2019-07-25,35.96119264412007,-78.76552015145988,Property Damage,Durham St #3241,0,0,2019
NC2019000085,2019-12-22,36.06245435867496,-78.88141655421256,Property Damage,Durham St #9005,0,0,2019
NC2019000086,2019-03-13,36.12190631552842,-79.01108088119284,Injury,Durham St #9373,2,0,2019
NC2019000087,2019-09-07,36.0722921582732,-78.781481801412,Property Damage,Durham St #604,0,0,2019
NC2019000088,2019-08-01,35.962461173857115,-78.95000076980135,Injury,Durham St #2205,2,0,2019
NC2019000089,2019-05-16,35.85364634240695,-78.71054241065232,Property Damage,Durham St #5448,0,0,2019
NC2019000090,2019-09-18,35.92589705039677,-78.80660610691267,Injury,Durham St #5745,1,0,2019
NC2019000091,2019-06-22,35.93834818405183,-78.70145901873973,Property Damage,Durham St #8762,0,0,2019
NC2019000092,2019-08-06,35.86363391410244,-78.95166288364271,Property Damage,Durham St #767,0,0,2019
NC2019000093,2019-04-26,35.95069801943909,-78.99061203363655,Property Damage,Durham St #7583,0,0,2019
NC2019000094,2019-09-04,36.02509683355526,-79.02279287706226,Property Damage,Durham St #7202,0,0,2019
NC2019000095,2019-04-13,36.01082890990324,-78.94166533429978,Property Damage,Durham St #1024,0,0,2019
NC2019000096,2019-06-18,35.889955537567126,-79.02332986714029,Property Damage,Durham St #4904,0,0,2019
NC2019000097,2019-08-18,36.034024558780736,-78.90361493729829,Property Damage,Durham St #5224,0,0,2019
NC2019000098,2019-01-18,35.85791009234918,-78.91823782159268,Property Damage,Durham St #7549,0,0,2019
NC2019000099,2019-11-17,35.96426725698931,-78.71052996076489,Property Damage,Durham St #1733,0,0,2019
NC2019000100,2019-05-16,35.8610465602908,-79.00315175841978,Injury,Durham St #9960,1,0,2019
NC2019000101,2019-05-21,36.148991051122174,-78.85559890303908,Property Damage,Durham St #4278,0,0,2019
NC2019000102,2019-01-19,35.92420443052296,-78.89230955264146,Injury,Durham St #4644,2,0,2019
NC2019000103,2019-12-08,36.051510205321755,-78.83365511583973,Injury,Durham St #8965,2,0,2019
NC2019000104,2019-02-12,35.992863209036706,-78.75901997847812,Property Damage,Durham St #8527,0,0,2019
NC2019000105,2019-09-17,36.01828139146062,-78.74317123906958,Injury,Durham St #1352,3,0,2019
NC2019000106,2019-03-07,36.03609286540604,-78.80357208116527,Injury,Durham St #7049,2,0,2019
NC2019000107,2019-11-19,36.032426354862565,-78.8271744874322,Property Damage,Durham St #1431,0,0,2019
NC2019000108,2019-12-23,36.01423389206973,-78.89218134340436,Property Damage,Durham St #2280,0,0,2019
NC2019000109,2019-01-10,36.088941532702165,-78.88922861721883,Property Damage,Durham St #6071,0,0,2019
NC2019000110,2019-05-02,35.98774072687148,-78.70698859865009,Property Damage,Durham St #3918,0,0,2019
NC2019000111,2019-09-23,36.023894980341524,-78.93045287634021,Injury,Durham St #6190,3,0,2019
NC2019000112,2019-08-04,35.891648151794826,-78.82569383931887,Property Damage,Durham St #1987,0,0,2019
NC2019000113,2019-02-26,35.99218849207886,-78.81635479151764,Injury,Durham St #5224,1,0,2019
NC2019000114,2019-06-21,35.95352478834672,-78.92833327493106,Property Damage,Durham St #6476,0,0,2019
NC2019000115,2019-01-14,35.956797445281595,-78.73702395798642,Property Damage,Durham St #7340,0,0,2019
NC2019000116,2019-06-15,35.87768717586862,-78.8815991120803,Property Damage,Durham St #2978,0,0,2019
NC2019000117,2019-04-01,35.96318578957262,-79.04909174146572,Injury,Durham St #1376,3,0,2019
NC2019000118,2019-08-22,36.145877098760046,-78.86219327390444,Injury,Durham St #2225,3,0,2019
NC2019000119,2019-11-24,35.988760414839945,-78.78838517165319,Injury,Durham St #1746,3,0,2019
NC2019000120,2019-12-13,36.10333220179009,-78.78763431879699,Property Damage,Durham St #7049,0,0,2019
NC2019000121,2019-09-23,36.00978517993651,-78.96513532372785,Property Damage,Durham St #9005,0,0,2019
NC2019000122,2019-06-26,36.019189527605654,-78.75575150494272,Property Damage,Durham St #4732,0,0,2019
NC2019000123,2019-04-10,36.11715818422197,-78.84224264125608,Property Damage,Durham St #9461,0,0,2019
NC2019000124,2019-02-15,35.87607608642623,-78.86201271036352,Property Damage,Durham St #6991,0,0,2019
NC2019000125,2019-06-20,35.88827409083867,-78.95067843297045,Property Damage,Durham St #1861,0,0,2019
NC2019000126,2019-06-05,35.923305946639395,-78.87561330575286,Property Damage,Durham St #1560,0,0,2019
NC2019000127,2019-07-16,35.88053474178612,-78.99649930128548,Injury,Durham St #3617,3,0,2019
NC2019000128,2019-07-09,35.935528550608154,-78.98931924164684,Injury,Durham St #2690,3,0,2019
NC2019000129,2019-06-02,35.9731190480969,-78.70616748408199,Property Damage,Durham St #8295,0,0,2019
NC2019000130,2019-08-06,35.851590001919284,-78.7087264929692,Property Damage,Durham St #5660,0,0,2019
NC2019000131,2019-10-19,36.06553718125097,-78.86273714378429,Property Damage,Durham St #6569,0,0,2019
NC2019000132,2019-04-01,36.140398219951265,-78.80116663240715,Property Damage,Durham St #6383,0,0,2019
NC2019000133,2019-06-05,35.88445104742176,-78.83628298514543,Property Damage,Durham St #7088,0,0,2019
NC2019000134,2019-02-24,36.00977682976548,-79.03186176211214,Injury,Durham St #9965,3,0,2019
NC2019000135,2019-02-20,36.14698806971698,-78.93717615425885,Injury,Durham St #2932,1,0,2019
NC2019000136,2019-06-23,35.88500881924251,-78.88439182963184,Property Damage,Durham St #9410,0,0,2019
NC2019000137,2019-12-18,36.12885874327435,-78.7592832072743,Injury,Durham St #5356,3,0,2019
NC2019000138,2019-01-08,35.911500543015975,-78.91726999526267,Property Damage,Durham St #6051,0,0,2019
NC2019000139,2019-05-14,36.084454344525426,-78.76022068948788,Property Damage,Durham St #9606,0,0,2019
NC2019000140,2019-11-14,35.899279739379296,-78.76489884791901,Property Damage,Durham St #4327,0,0,2019
NC2019000141,2019-02-08,35.94485897468895,-78.84409266347173,Property Damage,Durham St #7043,0,0,2019
NC2019000142,2019-07-15,35.98880393570088,-78.94451774404254,Property Damage,Durham St #2292,0,0,2019
NC2019000143,2019-05-08,36.11987237198237,-78.91563807251937,Injury,Durham St #2070,3,0,2019
NC2019000144,2019-03-08,35.97945844294093,-78.93351447493063,Property Damage,Durham St #7767,0,0,2019
NC2019000145,2019-04-07,36.088207556781086,-78.83297453542502,Property Damage,Durham St #2304,0,0,2019
NC2019000146,2019-05-27,35.895502463919826,-78.94089727627156,Property Damage,Durham St #5473,0,0,2019
NC2019000147,2019-05-27,35.91136337795084,-78.80007757122173,Property Damage,Durham St #6128,0,0,2019
NC2019000148,2019-08-20,35.883189521086564,-78.75374169789292,Property Damage,Durham St #3328,0,0,2019
NC2019000149,2019-04-12,36.01195819113385,-78.87977488130154,Property Damage,Durham St #194,0,0,2019
NC2019000150,2019-10-11,36.029532810361566,-78.85207207843696,Property Damage,Durham St #5879,0,0,2019
NC2019000151,2019-06-06,35.904479315040426,-78.73204230353323,Property Damage,Durham St #914,0,0,2019
NC2019000152,2019-10-13,35.93637888494272,-78.83476740789658,Injury,Durham St #1084,2,0,2019
NC2019000153,2019-11-12,35.9268046595561,-78.79586654487817,Injury,Durham St #3976,1,0,2019
NC2019000154,2019-12-26,36.06217159029402,-78.99661133498,Injury,Durham St #7296,3,0,2019
NC2019000155,2019-11-23,35.88127408981554,-78.75584612880685,Injury,Durham St #3576,1,0,2019
NC2019000156,2019-07-25,35.899656153110186,-78.98478769217705,Property Damage,Durham St #4121,0,0,2019
NC2019000157,2019-05-15,36.00565141713782,-78.84305359748927,Injury,Durham St #8493,1,0,2019
NC2019000158,2019-09-03,36.0908560345794,-79.04837879194838,Property Damage,Durham St #636,0,0,2019
NC2019000159,2019-07-18,36.10905544218389,-78.72696391887054,Property Damage,Durham St #6590,0,0,2019
NC2019000160,2019-12-27,35.985665382266944,-78.97138831197101,Injury,Durham St #2090,1,0,2019
NC2019000161,2019-01-17,35.89965399522839,-79.0381422939137,Property Damage,Durham St #4857,0,0,2019
NC2019000162,2019-01-07,35.91602916422433,-78.97556172548057,Property Damage,Durham St #3532,0,0,2019
NC2019000163,2019-12-08,35.89459881832593,-78.90488155669554,Property Damage,Durham St #1859,0,0,2019
NC2019000164,2019-11-24,35.87012294321653,-78.78751383536029,Property Damage,Durham St #2179,0,0,2019
NC2019000165,2019-08-19,35.99046954853242,-78.83125840453214,Injury,Durham St #5590,2,0,2019
NC2019000166,2019-12-17,35.98598665042441,-78.86646340573535,Property Damage,Durham St #5897,0,0,2019
NC2019000167,2019-08-23,36.07960688431987,-79.01395648223404,Property Damage,Durham St #4973,0,0,2019
NC2019000168,2019-12-01,35.931223401943065,-78.82460015986635,Injury,Durham St #3562,2,0,2019
NC2019000169,2019-07-03,36.04767718257305,-79.04051640262378,Injury,Durham St #8619,3,0,2019
NC2019000170,2019-03-19,35.88123257459537,-78.77002937011939,Property Damage,Durham St #3154,0,0,2019
NC2019000171,2019-08-14,36.06624392889315,-78.76813976142473,Property Damage,Durham St #2638,0,0,2019
NC2019000172,2019-06-21,36.13879479556646,-78.71945659604796,Property Damage,Durham St #922,0,0,2019
NC2019000173,2019-07-01,36.11890074555633,-79.04544932677123,Injury,Durham St #3795,3,0,2019
NC2019000174,2019-12-18,35.90443063052694,-78.8459354536606,Property Damage,Durham St #6952,0,0,2019
NC2019000175,2019-02-03,35.95254520550937,-78.95920179829905,Property Damage,Durham St #4591,0,0,2019
NC2019000176,2019-09-02,36.099196351969574,-78.92918274929156,Property Damage,Durham St #6086,0,0,2019
NC2019000177,2019-08-17,36.134535992088644,-78.78273797204409,Property Damage,Durham St #2779,0,0,2019
NC2019000178,2019-01-18,36.14561019367252,-78.88512709155717,Injury,Durham St #2699,2,0,2019
NC2019000179,2019-09-22,36.05965375594827,-78.90910748474106,Property Damage,Durham St #2641,0,0,2019
NC2019000180,2019-02-23,36.14532065421106,-78.86600843619406,Property Damage,Durham St #7081,0,0,2019
NC2019000181,2019-04-09,36.12428964196815,-79.00878712098844,Injury,Durham St #5896,1,0,2019
NC2019000182,2019-07-21,36.04542611650556,-78.75959036870248,Injury,Durham St #2174,1,0,2019
NC2019000183,2019-08-02,36.12000559255443,-78.74413847285312,Property Damage,Durham St #6236,0,0,2019
NC2019000184,2019-01-26,35.99828215504148,-78.84934696763722,Property Damage,Durham St #2781,0,0,2019
NC2019000185,2019-06-11,35.97661081786521,-78.92614501820356,Injury,Durham St #5590,1,0,2019
NC2019000186,2019-08-11,35.923604732904394,-78.91374653508531,Property Damage,Durham St #9428,0,0,2019
NC2019000187,2019-06-02,36.06645985833657,-78.83635836654722,Property Damage,Durham St #2811,0,0,2019
NC2019000188,2019-01-26,36.13104892179743,-78.79359976597641,Injury,Durham St #1862,3,0,2019
NC2019000189,2019-11-13,36.10245889809301,-78.7537572527399,Injury,Durham St #253,1,0,2019
NC2019000190,2019-08-17,35.99227119261011,-78.92946569378452,Property Damage,Durham St #160,0,0,2019
NC2019000191,2019-07-03,36.05652071892832,-78.8978104314887,Property Damage,Durham St #1352,0,0,2019
NC2019000192,2019-06-02,35.85070181718773,-78.71130521412752,Injury,Durham St #4190,1,0,2019
NC2019000193,2019-09-23,36.13862963572923,-78.77349525442285,Property Damage,Durham St #4207,0,0,2019
NC2019000194,2019-08-21,36.01257028421351,-78.74446895744326,Property Damage,Durham St #5704,0,0,2019
NC2019000195,2019-09-18,36.057682969355355,-78.75278152195214,Property Damage,Durham St #4093,0,0,2019
NC2019000196,2019-10-16,35.86547874199761,-78.81552888740748,Property Damage,Durham St #6013,0,0,2019
NC2019000197,2019-05-07,36.02038356916579,-78.72957909584419,Injury,Durham St #9118,2,0,2019
NC2019000198,2019-04-07,36.13327994673403,-78.88402502416989,Property Damage,Durham St #1566,0,0,2019
NC2019000199,2019-08-03,36.0986746422452,-79.03704732784958,Property Damage,Durham St #8080,0,0,2019
NC2019000200,2019-08-26,35.873085960488766,-78.80629892844266,Property Damage,Durham St #8330,0,0,2019
NC2019000201,2019-06-25,35.944587101349185,-78.86117804766863,Property Damage,Durham St #8784,0,0,2019
NC2019000202,2019-07-03,36.03475895645469,-78.96846418383623,Property Damage,Durham St #4446,0,0,2019
NC2019000203,2019-03-27,36.11241050180526,-78.86487200309048,Property Damage,Durham St #2132,0,0,2019
NC2019000204,2019-09-16,35.97057927408277,-78.88204353289363,Property Damage,Durham St #9554,0,0,2019
NC2019000205,2019-07-20,35.96948621519269,-79.017905232711,Property Damage,Durham St #3860,0,0,2019
NC2019000206,2019-02-04,35.88314223393942,-78.92588224482573,Property Damage,Durham St #4488,0,0,2019
NC2019000207,2019-09-15,35.86262795689091,-79.04374412284331,Property Damage,Durham St #7611,0,0,2019
NC2019000208,2019-05-05,35.887331267189055,-78.7152545058542,Injury,Durham St #906,2,0,2019
NC2019000209,2019-11-13,36.113735492268646,-78.719343792198,Property Damage,Durham St #7978,0,0,2019
NC2019000210,2019-04-22,36.14735058784109,-78.9689149045158,Property Damage,Durham St #3664,0,0,2019
NC2019000211,2019-09-26,35.8861016286105,-79.03356912499827,Injury,Durham St #6502,2,0,2019
NC2019000212,2019-06-15,36.097861708738186,-78.76973060950455,Injury,Durham St #2013,1,0,2019
NC2019000213,2019-03-18,36.007509450258084,-78.95891832121697,Property Damage,Durham St #7412,0,0,2019
NC2019000214,2019-06-13,35.896168771901955,-78.76445840625328,Injury,Durham St #4775,3,0,2019
NC2019000215,2019-09-24,36.024025862351344,-79.01797960691079,Injury,Durham St #1318,1,0,2019
NC2019000216,2019-09-15,36.136695449468924,-78.74825533395709,Property Damage,Durham St #9710,0,0,2019
NC2019000217,2019-06-08,35.876096027973425,-78.90704137542525,Property Damage,Durham St #5395,0,0,2019
NC2019000218,2019-12-16,35.99876272052363,-79.02163382443231,Property Damage,Durham St #4136,0,0,2019
NC2019000219,2019-03-26,36.14744260054351,-79.02846904081626,Property Damage,Durham St #6283,0,0,2019
NC2019000220,2019-06-24,36.019719589198736,-78.9565401054407,Property Damage,Durham St #3339,0,0,2019
NC2019000221,2019-09-13,35.923585659676604,-78.99493076910412,Property Damage,Durham St #4386,0,0,2019
NC2019000222,2019-05-11,36.059697221411874,-78.98377246107525,Property Damage,Durham St #2908,0,0,2019
NC2019000223,2019-10-11,35.85877418491037,-78.76096413730234,Injury,Durham St #4098,3,0,2019
NC2019000224,2019-12-07,35.85033603344404,-78.85533639273609,Injury,Durham St #9982,1,0,2019
NC2019000225,2019-02-28,36.14435585340823,-78.82886526554417,Injury,Durham St #1107,1,0,2019
NC2019000226,2019-10-09,35.882094191648086,-78.78364023412429,Property Damage,Durham St #1535,0,0,2019
NC2019000227,2019-06-04,36.03978656794018,-78.7237901630715,Injury,Durham St #7591,2,0,2019
NC2019000228,2019-06-17,35.94028907008405,-78.80213976897416,Property Damage,Durham St #2852,0,0,2019
NC2019000229,2019-02-18,35.86737613816764,-79.02385695378474,Property Damage,Durham St #786,0,0,2019
NC2019000230,2019-03-20,36.140663356585705,-78.78762185888998,Property Damage,Durham St #5226,0,0,2019
NC2019000231,2019-03-11,35.869687843372205,-78.7624704684074,Property Damage,Durham St #9745,0,0,2019
NC2019000232,2019-03-13,35.990561825030575,-78.71949372776476,Property Damage,Durham St #3442,0,0,2019
NC2019000233,2019-04-02,36.08844286462498,-78.80721122097648,Property Damage,Durham St #3255,0,0,2019
NC2019000234,2019-01-12,36.04635336428434,-78.95435916555063,Injury,Durham St #4216,1,0,2019
NC2019000235,2019-04-06,36.122857353284346,-78.74992396776763,Property Damage,Durham St #5726,0,0,2019
NC2019000236,2019-02-03,35.972800201894515,-78.73706527871231,Injury,Durham St #891,1,0,2019
NC2019000237,2019-11-08,35.96055790311713,-78.74747461255613,Injury,Durham St #5876,1,0,2019
NC2019000238,2019-11-14,35.87734934712186,-78.99621968664361,Property Damage,Durham St #6442,0,0,2019
NC2019000239,2019-05-24,36.037866096489424,-79.00406429281117,Property Damage,Durham St #3046,0,0,2019
NC2019000240,2019-07-17,35.905637662402995,-78.88826594823202,Property Damage,Durham St #1975,0,0,2019
NC2019000241,2019-09-28,35.979091768469836,-78.97981634565488,Injury,Durham St #6744,2,0,2019
NC2019000242,2019-11-13,35.93069802133053,-78.77085431477698,Injury,Durham St #8565,1,0,2019
NC2019000243,2019-06-11,36.054136987907796,-78.911559220642,Property Damage,Durham St #2143,0,0,2019
NC2019000244,2019-06-19,36.083955296668,-79.03613341112808,Injury,Durham St #6831,1,0,2019
NC2019000245,2019-06-22,36.14599877798014,-79.00012655998447,Injury,Durham St #9005,1,0,2019
NC2019000246,2019-01-02,36.08274142073789,-78.72056687351866,Property Damage,Durham St #2049,0,0,2019
NC2019000247,2019-06-07,35.859960932637414,-79.02249752599575,Injury,Durham St #189,3,0,2019
NC2019000248,2019-02-10,36.056839490741176,-78.76979465531183,Injury,Durham St #1995,1,0,2019
NC2019000249,2019-06-09,36.040929074863094,-78.80273349572958,Property Damage,Durham St #9731,0,0,2019
NC2019000250,2019-08-18,35.93965076590119,-78.72267936464519,Property Damage,Durham St #9399,0,0,2019
NC2019000251,2019-07-11,35.95183505776284,-78.76481121018872,Property Damage,Durham St #999,0,0,2019
NC2019000252,2019-03-09,36.02924275878958,-78.7756586063034,Injury,Durham St #7279,2,0,2019
NC2019000253,2019-03-26,35.924130970203045,-78.99415936196039,Property Damage,Durham St #9041,0,0,2019
NC2019000254,2019-07-21,35.95106873753133,-78.98625872950895,Property Damage,Durham St #406,0,0,2019
NC2019000255,2019-03-22,35.89850176324404,-79.04269860124796,Property Damage,Durham St #8603,0,0,2019
NC2019000256,2019-10-19,36.14243794864403,-78.82238600977857,Property Damage,Durham St #6336,0,0,2019
NC2019000257,2019-07-12,35.97551993660029,-78.97874760188022,Injury,Durham St #258,1,0,2019
NC2019000258,2019-05-04,35.97477220984408,-78.75381414779334,Property Damage,Durham St #3553,0,0,2019
NC2019000259,2019-01-19,36.146294869120815,-79.03596178300563,Property Damage,Durham St #6663,0,0,2019
NC2019000260,2019-04-02,35.85881833372695,-78.91156969055284,Property Damage,Durham St #1494,0,0,2019
NC2019000261,2019-03-13,35.935156358582596,-78.92429713961681,Property Damage,Durham St #3058,0,0,2019
NC2019000262,2019-04-16,35.920737628187766,-78.7783999275376,Property Damage,Durham St #9231,0,0,2019
NC2019000263,2019-05-05,35.96185459115668,-78.87058467817796,Injury,Durham St #2465,1,0,2019
NC2019000264,2019-08-07,35.879218017766064,-78.90824272032188,Property Damage,Durham St #8421,0,0,2019
NC2019000265,2019-09-25,35.87857845238639,-78.82175686406434,Property Damage,Durham St #9544,0,0,2019
NC2019000266,2019-12-24,35.85270912123887,-78.8440555783308,Property Damage,Durham St #7162,0,0,2019
NC2019000267,2019-03-22,35.986136862415094,-78.96738233782874,Injury,Durham St #5824,2,0,2019
NC2019000268,2019-01-05,35.95110095292939,-78.75989082194108,Injury,Durham St #7215,3,0,2019
NC2019000269,2019-04-28,36.062033165065635,-78.99153533223466,Injury,Durham St #2834,1,0,2019
NC2019000270,2019-01-24,36.04914135828654,-78.88387919348756,Property Damage,Durham St #2303,0,0,2019
NC2019000271,2019-11-20,36.10926485330225,-78.85465091264214,Injury,Durham St #1068,2,0,2019
